title,production_companies,revenue
National Geographic: Journey to the Edge of the Universe,"['pioneer productions', 'national geographic']",0.0
Caravaggio,"['eos entertainment', 'televisiã³ de catalunya (tv3)', 'gmt productions', 'institut del cinema catalã\xa0 (icc)', 'titania produzioni']",0.0
Phenomenon II,['abc productions'],0.0
Adventures of Mowgli: The Kidnapping,['soyuzmultfilm'],0.0
The Other Side,['pilot moscow animation studio'],0.0
Racketeer,,0.0
Sappho,['yalta-film'],0.0
Hitler's Kaput!,['leopolis'],9713500.0
The Invincible,['park cinema production'],0.0
Michou d'Auber,"['tf1 films production', 'europacorp.', 'mp productions']",0.0
"Chelovek, kotoryy znal vsyo","['lean-m', 'u-film malta']",160829.0
Longitude,"['granada film productions', 'a&e television networks']",0.0
The Black Hole,"['nu image films', 'active entertainment', 'equity pictures medienfonds gmbh & co. kg iii']",0.0
Kiss through the Wall,['paradiz prodakshnz'],0.0
Strayed,['sataifilm'],0.0
The Priest,['pravoslavnaya encyclopaedia'],1708837.0
Avatar: Creating the World of Pandora,['lightstorm entertainment'],0.0
Good Intentions,['shadowlight productions'],0.0
ÐŸÑƒÑ‚ÑŒ Ðº ÑÐµÐ±Ðµ,,0.0
Glukhar v kino,,1477030.0
Evil Angel,,0.0
Star Runners,"['nbc universal television', 'the sci-fi channel', 'celestial production']",0.0
Out Of Order,['angel film'],0.0
Office Romance. Our time,['leopolis'],0.0
Bablo,,2252547.0
A Quiet Outpost,['mosfilm'],0.0
All Inclusive ili Vsyo Vklyucheno,,0.0
Kunskapens pris - balladen om den vilsne vandraren,"['filmpool nord', 'film i vã¤sterbotten', 'framestation']",0.0
A Detective Story,['studio 4â°c'],0.0
Beyond,['studio 4â°c'],0.0
World Record,['madhouse'],0.0
Final Flight of the Osiris,['square usa'],0.0
August. Eighth,,0.0
That still Karloson!,['enjoy movies'],9938268.0
Kid's Story,['studio 4â°c'],0.0
Program,['madhouse'],0.0
Robotropolis,"['compound b', 'boku films']",0.0
Solovey-Razboynik,['studio ortodoks'],5.0
The Billionaire,['gmm tai hub (gth)'],0.0
The Jungle,"['living films', 'galaxy vision']",0.0
Ghost Recon: Alpha,['ubisoft'],0.0
The Storm Gate,['ð’ðµñ€ñ‚ð¸ðºð°ð»ñœ'],0.0
Diversant,,0.0
The Idiot,,0.0
The Infinite Worlds of H.G. Wells,['hallmark entertainment'],0.0
Botsman i Popugay,['soyuzmultfilm'],0.0
The Day of the Triffids,"['bbc wales', 'canadian film or video production tax credit (cptc)']",0.0
"Lisa, Lisa",['frederick productions'],0.0
Willie Dynamite,['universal pictures'],0.0
Cat in the Brain,['executive cine tv'],0.0
My Breakfast with Blassie,,0.0
Ed Wood: Look Back in Angora,['rhino home video'],0.0
Donald in Mathmagic Land,['walt disney'],0.0
One Thousand and One Nights,['mushi productions'],0.0
I Eat Your Skin,['iselin-tenney productions inc.'],0.0
The Tune,,0.0
Hair High,['plymptoons'],0.0
Hitler's Folly,,0.0
Revengeance,['plymptoons'],0.0
Grim Prairie Tales,['east-west film partners'],0.0
"The Barbaric Beast of Boggy Creek, Part II",,0.0
Deadly Weapons,['juri productions'],0.0
William S. Burroughs: Commissioner of Sewers,,0.0
Irene,"['rko radio pictures', 'imperadio pictures ltd.']",0.0
In Search of Ancient Astronauts,,0.0
The Killing of Satan,['cinex films'],0.0
The Velvet Underground and Nico,['andy warhol films'],0.0
Henry Miller Asleep & Awake,,0.0
SST: Death Flight,['abc circle films'],0.0
Mighty Jack,,0.0
Time of the Apes,,0.0
The Slime People,"['joseph f. robertson productions', 'donald j. hansen enterprises']",0.0
Robot Holocaust,"['faso film', 'beyond infinity', 'taryn productions inc.']",0.0
Rocket Attack U.S.A.,,0.0
Blame!,['polygon pictures'],0.0
Jungle Goddess,['lippert pictures'],0.0
Lost Continent,['sigmund neufeld productions'],0.0
The Hellcats,['gemini american'],0.0
King Dinosaur,['zimgor productions'],0.0
Extraterrestrial Visitors,,0.0
Daddy-O,,0.0
The Amazing Colossal Man,['malibu productions'],0.0
The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent,['malibu productions'],0.0
Star Force: Fugitive Alien II,,0.0
Hercules Unchained,"['lux film', 'galatea film', 'urania film', 'lux compagnie cinã©matographique de france']",0.0
Hercules and the Captive Women,"['comptoir franã§ais du film production (cffp)', 'spa cinematografica']",0.0
Manhunt in Space,"['official films', 'roland reed productions']",0.0
Crash of Moons,"['official films', 'roland reed productions', 'space ranger enterprises']",0.0
The Eye Creatures,['azalea pictures'],0.0
The Rebel Set,"['allied artists pictures', 'e. & l. productions']",0.0
The Human Duplicators,"['woolner brothers pictures inc.', 'hugo grimaldi film productions']",0.0
Labors of Hercules,"['embassy pictures corporation', 'galatea film', 'o.s.c.a.r.', 'urania film']",0.0
The Girl in Lovers Lane,"['robert roark productions', 'brigadier pictures']",0.0
Teen-Age Strangler,['ajay film company'],0.0
The Wild World of Batwoman,['adpproductions'],0.0
Radar Secret Service,['lippert pictures'],0.0
12 to the Moon,"['columbia pictures corporation', 'luna productions inc.']",0.0
Girls Town,['albert zugsmith productions'],0.0
The Dead Talk Back,['headliner productions'],0.0
Colossus and the Headhunters,"['alta vista', 'rcm produzione cinematografica']",0.0
Bloodlust!,['cinegrafik'],0.0
Code Name: Diamond Head,,0.0
The Skydivers,,0.0
The Sinister Urge,['headliner productions'],0.0
San Francisco International,['universal tv'],0.0
Kitten with a Whip,['universal pictures'],0.0
Racket Girls,"['arena productions', 'screen classics (ii)']",0.0
High School Big Shot,['sparta productions'],0.0
Night Train to Mundo Fine,['hollywood star pictures'],0.0
Danger!! Death Ray,['leda films productions s.l.'],0.0
Santo vs. the Vampire Women,['filmadora panamericana'],0.0
Night of the Blood Beast,"['american international pictures (aip)', 'balboa productions']",0.0
The Brute Man,['universal pictures'],0.0
The Thing That Couldn't Die,['universal international pictures (ui)'],0.0
Terror from the Year 5000,['la jolla productions'],0.0
The She-Creature,"['golden state productions', 'selma enterprises']",0.0
I Was a Teenage Werewolf,['sunset productions'],2000000.0
Father Frost,['gorky film studios'],0.0
Riding with Death,,0.0
Agent for H.A.R.M.,"['universal pictures', 'dimension vi']",0.0
Prince of Space,"['toei company', 'toei tokyo']",0.0
The Horror of Party Beach,['iselin-tenney productions'],0.0
Invasion of the Neptune Men,,0.0
The Projected Man,['compton films'],0.0
Werewolf,['tozart publishing inc.'],0.0
The Touch of Satan,['stupendous talking pictures international'],0.0
Gorgo,['king brothers productions'],0.0
The Final Sacrifice,['flying dutchman productions ltd.'],0.0
Devilfish,"['national cinematografica', 'les films du griffon', 'nuova dania cinematografica', 'filmes international']",0.0
Quest of the Delta Knights,"['ramsway ltd.', 'metro pictures productions']",0.0
Kill 'em All,"['arramis films', 'itn films', 'march on productions', ""kill 'em all productions""]",0.0
Soultaker,"['victory pictures production', 'park-schilling productions inc.', 'pacific west entertainment group']",0.0
Merlin's Shop of Mystical Wonders,"['berton films', 'brencam entertainment']",0.0
Track of the Moon Beast,,0.0
"Hamlet, Prince of Denmark",['bavaria atelier'],0.0
It's Hot In Paradise,,0.0
Brides of Blood,['hemisphere pictures'],0.0
Kill Switch,"['filmnation entertainment', 'squareone entertainment', 'ctm films']",0.0
The Bad Batch,"['annapurna pictures', 'vice films', 'neon']",0.0
The Stopover,"['arte france cinã©ma', 'archipel 35', 'blonde audiovisual productions']",0.0
Maigrets Night at the Crossroads,,0.0
War for the Planet of the Apes,['chernin entertainment'],369907963.0
My Stepdaughter,,0.0
911 Nightmare,"['the cartel', 'cartel pictures']",0.0
Vampyres,['lurco films'],0.0
Heroes Shed No Tears,,0.0
Chronically Metropolitan,,0.0
Sophie and the Rising Sun,['sophie film'],0.0
Silent Youth,['edition salzgeber & co. medien gmbh'],0.0
Kidnap,"['ingenious media', 'di bonaventura pictures', 'gold star films', 'lotus entertainment (i)', '606 films', 'well go usa entertainment', 'rumble entertainment']",24527158.0
Titanic: The Final Word with James Cameron,['market road films'],0.0
The Rain Children,['mk2 production'],0.0
Ustad Hotel,['magic frames'],0.0
Underworld: Endless War,,0.0
The Sword Stained with Royal Blood,['shaw brothers'],0.0
This Is Not What I Expected,,0.0
Appetites,"['webros entertainment', 'production inc', 'production']",0.0
Alluda Majaka,,0.0
Mordkommission Berlin 1,['wiedemann & berg television'],0.0
Siberiade,"['mosfilm', 'trete tvorcheskoe obedinenie']",0.0
Rosa Chumbe,['yin zhang films'],0.0
Never So Few,"['canterbury productions', 'metro-goldwyn-mayer (mgm)']",0.0
Compared To What: The Improbable Journey Of Barney Frank,,0.0
The Thoughts That Once We Had,,0.0
Cop or Hood,['gaumont'],0.0
How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),,0.0
Apprentice,"['zhao wei films', 'cinã©madefacto', 'augenschein filmproduktion', 'peanut pictures', 'akanga film productions']",0.0
How to Talk to Girls at Parties,"['hanway films', 'see-saw films', 'little punk']",0.0
The Meyerowitz Stories,['gilded halfwing'],0.0
War Machine,"['plan b entertainment', 'netflix']",0.0
Anjelah Johnson: The Homecoming Show,,0.0
The Goodbye Kiss,['pan europã©enne production'],0.0
The Paradise Suite,"['gã¶tafilm ab', 'bastide films', 'prpl']",0.0
Bienvenido Paisano,,0.0
Aaaaaaaah!,,0.0
2 Alone in Paris,,0.0
La Tour Montparnasse Infernale,,0.0
Mohamed Dubois,"['wild bunch', 'les films manuel munz']",0.0
Halal Police d'Etat,['europacorp'],0.0
Hangar 10,"['lipsync productions', 'newscope films', 'bigscope films']",0.0
III,,0.0
Amateurs in Space,,0.0
Beur sur la ville,['miroir magique'],0.0
Tender Son: The Frankenstein Project,"['laokoon filmgroup', 'proton cinema', 'essential filmproduktion gmbh', 'filmpartners', 'kgp kranzelbinder gabriele production']",0.0
Becoming Bond,,0.0
Pretty as a Picture: The Art of David Lynch,,0.0
The Prisoner of Second Avenue,['warner bros.'],0.0
The Clown Murders,['magnum films'],0.0
Vir Das: Abroad Understanding,['netflix'],0.0
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",,0.0
Lenny Cooke,,0.0
Express 'Moscow-Russia',['bulldozerfilms'],0.0
Best Worst Thing That Ever Could Have Happened...,,0.0
Red Sun,"['les films corona', 'oceania produzioni internazionali cinematografiche', 'producciones balcã¡zar s.a.']",0.0
El Crack,"['acuarius films', 'nickel odeon dos']",0.0
The Hunchback of Notre-Dame,,0.0
Wakefield,['mockingbird pictures'],0.0
Lana Del Rey: The Greatest Story Never Told,,0.0
Women,['gorky film studios'],0.0
In View,,0.0
The Wedding Plan,,0.0
Red Nose Day Actually,"['bbc films', 'nbc productions', 'portobello studios']",0.0
Whitney: Can I Be Me,,0.0
Valerian and the City of a Thousand Planets,['europacorp'],90024292.0
The Mad Scientist,['fleischer studios'],0.0
The Underground World,,0.0
Lensman,"['toho company', 'madhouse', 'kodansha', 'ee doc smith mk company', 'mk productions ltd.']",0.0
Classic Albums: The Who - Who's Next,,0.0
The Silver Screen: Color Me Lavender,,0.0
El Super,,0.0
The Gracefield Incident,,0.0
Legend of the Galactic Heroes: Overture to a New War,['tokuma shoten'],0.0
Hammer,['russian golden episodes'],0.0
A2 Racer,"['delux productions', 'constantin film produktion', 'moovie the art of entertainment gmbh']",0.0
Long Strange Trip,['amazon studios'],0.0
Shadow World,,0.0
Warning: This Drug May Kill You,,0.0
Maksim Perepelitsa,['lenfilm'],0.0
The Mars Generation,"['time', 'netflix', 'superfilms!']",0.0
The Northlander,['manifold picture'],0.0
Requiem,"['fidã©litã© productions', 'mars films', 'canal+']",60700.0
Magyar vÃ¡ndor,,0.0
Kincsem,,0.0
The Man of Gold,['hunnia filmgyã¡r'],0.0
We Never Die!,,0.0
Willy The Sparrow,"['budapest film', 'hajdu film', 'pannã³nia filmstãºdiã³']",0.0
Slap-Jack,,0.0
The Toth Family,['mafilm stãºdiã³ 1'],0.0
AbigÃ©l,,0.0
Cat City,,0.0
The Guy from Our Cemetery,['ctb film company'],0.0
Wow! A Talking Fish!,['armenfilm'],0.0
"Abraxas, Guardian of the Universe",['phoenix entertainment group (peg)'],0.0
Travels of an Ant,['soyuzmultfilm'],0.0
The Black Raven,['producers releasing corporation (prc)'],0.0
Sharpe's Rifles,"['central', 'picture palace', 'celtic films entertainment']",0.0
Picture of Light,,0.0
Chaos,"['filmtre', 'rai 1']",0.0
Lucky Bastard,,0.0
What on Earth!,['national film board of canada'],0.0
Life Risking Romance,['(ì£¼)ë¹„ì—\x90ì\x9d´ì—”í„°í…œì\x9d¸ë¨¼íš¸'],0.0
Afro Tanaka,"['nippon shuppan hanbai (nippan) k.k.', 'shogakukan']",0.0
Liar Game: Reborn,,0.0
The Who: Thirty Years of Maximum R&B,,0.0
Three Sisters,['lion international'],0.0
Wedding in Galilee,"['zweites deutsches fernsehen (zdf)', 'centre national de la cinã©matographie (cnc)', 'les productions audiovisuelles', 'marisa films']",0.0
Jimi Hendrix: Electric Church,,0.0
Mali Blues,,0.0
Nice Places to Die,,0.0
Black Rose,"['hollywood storm', 'czar pictures']",855450.0
Living,,0.0
Loev,"['productions four line films', 'bombay berlin film']",0.0
The Pass,['toledo productions'],0.0
Texas Rising,"['itv studios america', 'thinkfactory media', 'a+e studios']",0.0
Home of the Brave,,0.0
Radiant City,['burns film ltd.'],0.0
Hasan Minhaj: Homecoming King,['netflix'],0.0
Metalocalypse: The Doomstar Requiem,['adult swim'],0.0
Perhaps Love,"['applause pictures', 'ruddy morgan productions', 'morgan & chan films']",0.0
Jeremiah Tower: The Last Magnificent,"['the orchard', 'cnn films']",0.0
Happy Burnout,,0.0
Fedora,"['united artists', 'sociã©tã© franã§aise de production (sfp)']",0.0
Bloody Psycho,['cine duck'],0.0
The Night Before the Exams,"['italian international film', 'rai cinema', 'aurora films', 'ministero per i beni e le attivitã\xa0 culturali (mibac)']",0.0
Intimate Parts,"['vita aktiva', 'lemon films studio', 'focus plus cinema']",0.0
Till Night Do Us Part,['utopia pictures'],0.0
The Yellow Eyes of Crocodiles,"['wild bunch', 'les films manuel munz', 'tf1 films production']",0.0
The Black Hen,"['tandem communications', 'shooney films', 'mila productions']",0.0
Among the Believers,,0.0
Behemoth,"[""institut national de l'audiovisuel (ina)""]",0.0
Sex and Broadcasting,,0.0
The Dust Storm,"['circa 1888', 'normal productions']",0.0
The Last Day of Summer,"['zespã³l filmowy ""kadr""']",0.0
Sarah Silverman: A Speck of Dust,"['netflix', 'netflix', 'netflix studios']",0.0
Umbrella Coup,,0.0
The Model Solution,,0.0
Yarn,,0.0
Taekwondo,['cinemilagroso'],0.0
The Boss's Daughter,['bethsabã©e mucho'],0.0
Three heroes and the King of the Sea,,0.0
Vamps,"['vvp-alyans', 'gorad']",0.0
Gatekeeper,['brave river films'],0.0
Allen Iverson: The Answer,,0.0
The Magic Roundabout,['the weinstein company'],0.0
Negociador,"['sayaka producciones audiovisuales', 'canal+ espaã±a', 'instituto de la cinematografã\xada y de las artes audiovisuales (icaa)', 'euskal irrati telebisa (eitb)', 'departamento de cultura del gobierno vasco']",0.0
Breakdown Lane,['twilight pictures'],0.0
Rock'n Roll,"['m6 films', 'les productions du trã©sor', 'pathã©']",0.0
Black Butterfly,"['battleplan productions', 'ambi pictures', 'compadre entertainment', 'paradox studios']",0.0
I Am Jane Doe,['50 eggs'],0.0
ÐŸÐ¾ÑÐ¼Ð° Ð¾ ÐºÑ€Ñ‹Ð»ÑŒÑÑ…,"['mosfilm', 'gaumont international', 'deutsche film ag', 'ð˜ðšð\x90ð˜ðš']",0.0
Girls Nite Out,['concepts unlimited'],0.0
Held For Ransom,"['grand national pictures', 'international film corporation']",0.0
Mudhalvan,['s pictures'],22000000.0
Home Sweet Home,"['mad dimension', 'countessfilms', 'gearshift films']",0.0
Nirvana,,273137.0
Cannibal,['quiet village filmkunst'],0.0
Interceptors,,0.0
Nemesis,"['scanbox', 'imperial entertainment', 'shah/jensen']",0.0
Superfantozzi,,0.0
Skinhead Attitude,['dschoint ventschr filmproduktion ag'],0.0
Boudu,"['novo arturo films', 'dd productions', 'tf1 films production', 'pathã©', 'gmt productions']",0.0
Recon 2020:  The Caprini Massacre,['blood & bullets productions'],0.0
Doctor Aybolit,"['ðšð¸ðµð²ð½ð°ñƒñ‡ñ„ð¸ð»ñœð¼', 'kievnauchfilm']",0.0
977,,0.0
Hard-Hearted,['kinokompaniya ctb'],0.0
Intergirl,['mosfilm'],0.0
Frost,"['solar films', 'axman productions', 'kisi production']",0.0
The Sannikov Land,['mosfilm'],0.0
Extraterrestrial,['star media'],0.0
The Goddess,,0.0
Gamer,,0.0
Junk,['arnold and gregor production'],0.0
Star Command,,0.0
Hello Smile!,,0.0
Life for Two,,0.0
How to Keep the Red Lamp Burning,,0.0
Deadly Species,,0.0
The Worst of Faces of Death,['gorgon video'],0.0
Peek-a-boo,"['lux film', 'optimax film']",0.0
The Twelve Chairs,['instituto cubano del arte e industrias cinematogrã¡ficos (icaic)'],0.0
The Second Tragic Fantozzi,['rizzoli film'],0.0
Virgin Report,"['ccc filmkunst gmbh', 'telecine']",0.0
Interceptor Force 2,,0.0
They Are Among Us,,0.0
L'educazione sentimentale di Eugenie,,0.0
The Da Vinci Treasure,"['the asylum', 'asylum entertainment']",0.0
Spermula,"['film and co.', '5 continents']",0.0
The Fear of Speed,,0.0
Wild Flowers,,0.0
Assault of the Killer Bimbos,,0.0
The Guyver: Bio-Booster Armor,['animate-film'],0.0
Snuff 102,,0.0
A Prince (almost) Charming,['europacorp'],214000.0
Shark Zone,['nu image films'],0.0
Door on the Left as You Leave the Elevator,,0.0
The Fruit Is Ripe,['lisa film gmbh (mã¼nchen)'],0.0
The Naked Eye,,0.0
Schoolgirl Report Part 1: What Parents Don't Think Is Possible,['rapid film'],0.0
Open Graves,"['open pictures', 'alchemedia films', 'manufacturas audiovisuales', 'coproducciã³n espaã±a-usa']",0.0
Black Magic M-66,['bandai visual company'],0.0
Dr. Alien,,0.0
2012 Doomsday,,0.0
Combustion,,0.0
Adventures Of A Taxi Driver,,0.0
Fugitives,"['orly films', 'dd productions', 'efve', 'fideline films']",0.0
The Voyeur,['rodeo drive'],0.0
The Chronicles of Riddick: Dark Fury,"['universal pictures', 'universal home video']",0.0
She,"['trans world entertainment (twe)', 'continental motion pictures']",0.0
Manitou's Shoe,"['seven pictures', 'herbx film gmbh']",0.0
Appleseed: Ex Machina,"['digital frontier', 'tyo productions', 'toei animation', 'micott & basara k.k.', 'ex machina film partners', 'sega of japan', 'takaratomy']",0.0
The Giant King,"['simka entertainment', 'work point entertainment']",0.0
The Dark Side of The Moon,['wildstreet pictures'],0.0
My Seawoman,['odeon'],0.0
Seven Old Men and One Girl,['mosfilm'],0.0
The Marriage of Balzaminov,['mosfilm'],0.0
