,title,production_companies,revenue
38168,Gold Digger,['helsinki filmi oy'],0.0
38169,Love Is in the Air,['universal pictures international'],7636.0
38170,Single By Contract,['samfilm produktion'],0.0
38171,I Am Wrath,"['patriot pictures', 'vallelonga productions', 'vengeance is mine productions', 'hannibal classics']",0.0
38172,One Survivor Remembers,,0.0
38173,Laughing Gas,,0.0
38174,The Dentist,['mack sennett comedies'],0.0
38175,The Neighbor,,0.0
38176,Because They're Young,['drexel productions'],0.0
38177,Brand: A Second Coming,"['interloper films', 'mayfair film partnership']",0.0
38178,Precious Cargo,"['herrick entertainment', 'mann made films', 'emmett furla oasis films (efo films)', 'highland film group (hfg)', 'lionsgate premiere']",100659.0
38179,Eight on the Lam,"['united artists', 'hope enterprises']",0.0
38180,L'opÃ©ra de quat'sous,"['nero films', 'tobis filmkunst']",0.0
38181,Ghost of Dragstrip Hollow,['alta vista productions'],0.0
38182,Held Up,,0.0
38183,It's in the Blood,,0.0
38184,The Shiralee,['ealing studios'],0.0
38185,The Rescue,"['silver screen partners iii', 'touchstone pictures']",0.0
38186,Tarzan and the Valley of Gold,"['allfin a.g.', 'american international pictures (aip)']",0.0
38187,The Gathering Storm,,0.0
38188,Russell Howard Live: Dingledodies,['4dvd'],0.0
38189,Russell Howard: Right Here Right Now,,0.0
38190,Russell Howard: Live,['avalon television ltd'],0.0
38191,11.22.63,"['warner bros. television', 'bad robot']",0.0
38192,Neuilly Yo Mama!,"['france 2 cinã©ma', 'tf1 international', 'miroir magique', 'vito films']",0.0
38193,Chrome and Hot Leather,['american international pictures (aip)'],0.0
38194,The Black Gestapo,,0.0
38195,A Body to Die For: The Aaron Henry Story,,0.0
38196,Motel Cactus,,0.0
38197,Adjustment and Work,,0.0
38198,New Year's Eve,['rex-film gmbh'],0.0
38199,Billa,"['ayngaran international', 'ananda picture circuit']",0.0
38200,Arrambam,['sri sathya sai movies'],21000000.0
38201,Yennai Arindhaal,['shri sai raam creations'],16000000.0
38202,Mankatha,"['sun pictures', 'ayngaran international', 'cloud nine movies']",28000000.0
38203,Vedhalam,['shri sai raam creations'],0.0
38204,Thani Oruvan,['ags entertainment'],0.0
38205,Indru Netru Naalai,"['studio green', 'thirukumaran entertainment']",1400000.0
38206,Rajathandhiram,"['fox star studios', 'white bucket productions', 'sunland cinemas']",0.0
38207,Naanum Rowdydhaan,"['wunderbar films', 'lyca productions']",0.0
38208,At the End of the Tunnel,"['haddock films s.r.l.', 'televisiã³n espaã±ola (tve)', 'telefã© international', 'tornasol films s.a.', 'ã\x81rbol contenidos']",0.0
38209,Penumbra,['tres mentes'],0.0
38210,Thoonga Vanam,"['raaj kamal films international', 'sree gokulam movies']",0.0
38211,Veeram,['vijaya productions'],19000000.0
38212,Deiva Thirumagal,,0.0
38213,Blind,,0.0
38214,Engeyum Eppodhum,,0.0
38215,Anjali,['g. v. films'],0.0
38216,Vaali,,500000.0
38217,Villan,['nic arts'],500000.0
38218,Dheena,['vijayam cine combines'],500000.0
38219,Citizen,['nic arts'],500000.0
38220,Amarkalam,,500000.0
38221,Mugavari,,500000.0
38222,Aasai,,500000.0
38223,Kadhal Kottai,['sivashakthi movie makers'],500000.0
38224,Deaf,,0.0
38225,Multi-Handicapped,,0.0
38226,The Shortest Day,['titanus produzione'],0.0
38227,Old Wives for New,['artcraft pictures corporation'],0.0
38228,The Whispering Chorus,,0.0
38229,"Palo Alto, CA",,0.0
38230,A Barefoot Dream,,0.0
38231,A Man Who Was Superman,['cj entertainment'],3848034.0
38232,Attack the Gas Station 2,,0.0
38233,Broken Side of Time,,0.0
38234,Desert Dancer,"['head gear films', 'lipsync productions', 'may 13 films', 'crossday productions ltd.', 'morocco film assistance']",0.0
38235,Charlie And A Half,,0.0
38236,Festival At The Poolroom,['filmaor'],0.0
38237,Coastlines,['ifc productions'],0.0
38238,Max Havoc: Curse Of The Dragon,,0.0
38239,Flamenco at 5:15,['national film board of canada'],0.0
38240,Mother's Day,"['open road films (ii)', 'gulfstream pictures', 'palmstar media', 'capacity pictures', 'may day movies', 'rice films', 'triad film works', 'beatnik films']",48418160.0
38241,Mothers and Daughters,"['screen media films', 'siempre viva productions']",0.0
38242,Manhattan Night,['decubellis films'],0.0
38243,Die Wolke,['clasart film'],0.0
38244,Micro Men,"['darlow smithson productions', 'bbc']",0.0
38245,Chronicles of the Ghostly Tribe,"['china film group corporation', 'chuan films']",0.0
38246,Alley Cats Strike,,0.0
38247,Gotta Kick It Up,['disney channel'],0.0
38248,What We Do Is Secret,,0.0
38249,You're Under Arrest: The Movie,"['bandai visual', 'studio deen', 'tbs', 'kã´dansha']",0.0
38250,Tenchi the Movie 2: The Daughter of Darkness,['anime international company'],0.0
38251,Pecos River,['columbia pictures corporation'],0.0
38252,Snowden,"['endgame entertainment', 'onda entertainment', 'krautpack entertainment']",37279439.0
38253,Armitage: Dual Matrix,['pioneer l.d.c'],0.0
38254,The Miami Story,['clover productions'],0.0
38255,Slayers Premium,['toei animation'],0.0
38256,Teen-Age Crime Wave,['clover productions'],0.0
38257,Gensomaden Saiyuki Requiem: For the One Not Chosen,"['studio pierrot', 'dentsu']",0.0
38258,Fatal Fury: The Motion Picture,"['fuji tv', 'studio wombat', 'pony canyon', 'nas']",0.0
38259,Gundress,,0.0
38260,Legend of Crystania: The Motion Picture,"['kadokawa shoten publishing co.', 'victor entertainment']",0.0
38261,Slayers Return,['toei animation'],0.0
38262,Ranma Â½: One Flew Over the Kuno's Nest,,0.0
38263,Martian Successor Nadesico: The Motion Picture - Prince of Darkness,,0.0
38264,Sword for Truth,['production reed'],0.0
38265,Slayers Great,['toei animation'],0.0
38266,Slayers Gorgeous,"['kadokawa shoten publishing co. ltd.', 'tv tokyo', 'toei animation', 'bandai visual']",0.0
38267,Slayers: The Motion Picture,['toei animation'],0.0
38268,Tenchi Forever!,,0.0
38269,The Weathering Continent,['production i.g.'],0.0
38270,Tenchi MuyÃ´! In Love,,0.0
38271,Karas: The Prophecy,,0.0
38272,Zone of the Enders: Idolo,,0.0
38273,Battle Fairy Yukikaze,['gonzo'],0.0
38274,Sin: The Movie,['adv films'],0.0
38275,Gunsmith Cats: Bulletproof!,,0.0
38276,Samurai X : Reflection,['spvision'],0.0
38277,New Dominion Tank Police,,0.0
38278,Special Correspondents,"['bron studios', 'creative wealth media finance', 'unanimous entertainment']",0.0
38279,Battle Arena Toshinden,"['j.c.staff', 'us manga corps']",0.0
38280,Kite Liberator,"['happinet pictures', 'arms']",0.0
38281,Freedom,['sunrise'],0.0
38282,Labyrinth of Flames,['studio fantasia'],0.0
38283,Animation Runner Kuromi,['yumeta company'],0.0
38284,Animation Runner Kuromi 2,['yumeta company'],0.0
38285,Megazone 23,"['idol company', 'victor entertainment']",0.0
38286,Ruin Explorers,,0.0
38287,Megazone 23 III,"['idol company', 'victor entertainment']",0.0
38288,Legend of Lemnear,['aic'],0.0
38289,Very Private Lesson,['anime international company (aic)'],0.0
38290,M.D. Geist II: Death Force,['zero gravity management'],0.0
38291,Agent Aika,"['bandai visual', 'studio fantasia']",0.0
38292,M.D. Geist,['zero gravity management'],0.0
38293,Galerions Rion,,0.0
38294,Sacrifice,"['cheyenne enterprises', 'subotica entertainment', 'boulder media', 'fundamental entertainment', 'schubert international filmproduktions']",0.0
38295,Angel Cop,,0.0
38296,Outlanders,['tatsunoko productions company'],0.0
38297,Gestalt,"['tv tokyo', 'sony bmg music entertainment']",0.0
38298,Saber Marionette R,"['animate', 'zero g room']",0.0
38299,Cheerleader,,0.0
38300,Being Charlie,,30400.0
38301,Buddymoon,['muck media'],0.0
38302,Team Foxcatcher,,0.0
38303,Patton Oswalt: Talking for Clapping,['black flint productions'],0.0
38304,Ogni maledetto Natale,['01 distribution'],0.0
38305,Mio papÃ ,,0.0
38306,Santa Claus,['mars distribution'],0.0
38307,Ti sposo ma non troppo,,0.0
38308,Nessuno mi pettina bene come il vento,,0.0
38309,Ratchet & Clank,"['rainmaker entertainment', 'blockade entertainment', 'sony computer entertainment']",8821329.0
38310,How To Frame A Figg,,0.0
38311,The Adventures of Robinson Crusoe,['universal film manufacturing company'],0.0
38312,Anita O'Day: The Life of a Jazz Singer,,0.0
38313,Artie Shaw: Time Is All You've Got,,0.0
38314,The Beatles: The First U.S. Visit,,0.0
38315,Beijing Bastards,['hubert bals fund'],0.0
38316,Hip-Hop: Beyond Beats & Rhymes,,0.0
38317,Holidays,"['xyz films', 'distant corners entertainment group inc.']",0.0
38318,The Death of Kevin Carter: Casualty of the Bang Bang Club,,0.0
38319,Dutch Light,,0.0
38320,Eden and After,"['como film', 'studio hranã½ch filmov bratislava']",0.0
38321,Eloquent Nude: The Love and Legacy of Edward Weston & Charis Wilson,['nw documentary'],0.0
38322,Lust for a Vampire,['hammer film productions'],0.0
38323,Everything's Cool,,0.0
38324,Apache Drums,['universal international pictures (ui)'],0.0
38325,Black Tuesday,['robert goldstein productions'],0.0
38326,Old Shatterhand,"['central cinema company film', 'serena', 'avala film', 'critã©rion film']",0.0
38327,The horse,,0.0
38328,The Son,"['les films pomereu', 'medusa distribuzione']",0.0
38329,Elite Group,"['jupiter generale cinematografica', 'les films de montfort']",0.0
38330,The Cage,"['ugc', 'lira films', 'parma films']",0.0
38331,Strange Affair,,0.0
38332,The Break-In,['ovnellfilm'],0.0
38333,Short Fuse,['argo film festival'],0.0
38334,Term Life,"['wwe studios', 'palmstar media', 'penlife media']",21256.0
38335,Synchronicity,"['pop films', 'soapbox films']",4505.0
38336,The Final Comedown,,0.0
38337,Red Dot on the Ocean,,0.0
38338,The Gits,,0.0
38339,Glass: A Portrait of Philip in Twelve Parts,,20.0
38340,The Graffiti Artist,,0.0
38341,The Holy Modal Rounders: Bound to Lose,['badbird'],0.0
38342,In Search of Mozart,,0.0
38343,Johanna d'Arc of Mongolia,"['zweites deutsches fernsehen (zdf)', 'la sept cinã©ma', 'popolar-film']",0.0
38344,The Prince of Chess,,0.0
38345,Largo,,0.0
38346,A Life Among Whales,,0.0
38347,Unter Strom,,0.0
38348,The Love Eterne,['shaw brothers'],0.0
38349,Low: You May Need a Murderer,,0.0
38350,Ludwig van,,0.0
38351,Mexican Bus Ride,['producciones isla s.a.'],0.0
38352,Lucky Luke,"['angoa-agicoa', 'procirep', 'canal+', 'cinã©cinã©ma', 'ugc ym', 'france 2 cinã©ma', 'france 3 cinema', 'captain movies', 'union gã©nã©rale cinã©matographique (ugc)']",0.0
38353,Tintin and the Lake of Sharks,"['belvision', 'dargaud films', 'raymond leblanc']",0.0
38354,Miles Electric - A Different Kind Of Blue,['eagle rock film & tv productions'],0.0
38355,Tintin and the Mystery of the Golden Fleece,,0.0
38356,The Long Recess,['mosfilm'],0.0
38357,Mingus: Charles Mingus 1968,,0.0
38358,Jane Wants a Boyfriend,,0.0
38359,New Year Sacrifice,['beijing film studio'],0.0
38360,The Next Industrial Revolution,['earthome productions'],0.0
38361,A Note of Triumph: The Golden Age of Norman Corwin,,0.0
38362,"The Old, Weird America: Harry Smith's Anthology of American Folk Music",,0.0
38363,One And Eight,,0.0
38364,Kicking Off,"['gaia media', 'happy hour films']",0.0
38365,Dead Shadows,['dc medias'],0.0
38366,SORI: Voice from the Heart,['lotte entertainment'],0.0
38367,Prora,,0.0
38368,The Little Theatre of Jean Renoir,"['office de radiodiffusion tã©lã©vision franã§aise (ortf)', 'rai radiotelevisione italiana', 'son et lumiã¨re', 'bavaria film tv']",0.0
38369,Pirated Copy,,0.0
38370,Gintama: The Final Chapter - Be Forever Yorozuya,"['aniplex', 'tv tokyo', 'sunrise', 'bandai', 'dentsu']",0.0
38371,Prater,,0.0
38372,Tracking Down Maggie,,0.0
38373,Tattooed Tears,,0.0
38374,Soldier Girls,,0.0
38375,Cry Me a River,['xstream pictures'],0.0
38376,Rio 2096: A Story of Love and Fury,['gullane filmes'],0.0
38377,OperaciÃ³n Ogro,"['vides cinematografica', 'action films', 'sabre films']",0.0
38378,One Way or Another,,0.0
38379,Fe,,0.0
38380,Garden of Delights,,0.0
38381,The Unfish,['terra film produktion'],0.0
38382,Daughter... Father... Daughter,,0.0
38383,Vulgar Fractions,,0.0
38384,Spiral Jetty,,0.0
38385,Requiem for a Village,['british film institute production board'],0.0
38386,Destino,"['walt disney pictures', 'walt disney animation studios']",0.0
38387,The Girl and the Fox,,0.0
38388,Il mare,,0.0
38389,Crows,['qko'],0.0
38390,The Diary of Anne Frank,['madhouse'],0.0
38391,Dust,,0.0
38392,Frame by Frame,"['copilot pictures', 'red reel', 'rake films']",0.0
38393,Androids Dream,['ion de sosa filmproduktion'],0.0
38394,Angel City,,0.0
38395,The Circle,,0.0
38396,Curry and Pepper,['media asia films ltd.'],0.0
38397,Magnetic Rose,['studio 4â°c'],0.0
38398,Residue,"['screen yorkshire', 'gloucester place films', 'green screen productions', 'lwh entertainment']",0.0
38399,Hanna K.,,114247.0
38400,The Kingdom of Solomon,,0.0
38401,House of Manson,,0.0
38402,A.R.C.H.I.E.,,0.0
38403,Divine Access,,0.0
38404,A Commissioner's Accusations,['romania film'],0.0
38405,Revenge,['casa de filme 5'],0.0
38406,The Survivor,['mediapro pictures'],0.0
38407,The Duel,['casa de filme 5'],0.0
38408,The Last Bullet,['casa de filme 5'],0.0
38409,â€˜Rameauâ€™s Nephewâ€™ by Diderot (Thanx to Dennis Young) by Wilma Schoen,,0.0
38410,Rebirth Of A Nation,,0.0
38411,The Red Detachment of Women,,0.0
38412,The Red Detachment of Women,['beijing film studio'],0.0
38413,The Legend of the Red Lantern,,0.0
38414,Remembrance of Things to Come,,0.0
38415,The Saviour,,0.0
38416,SEVILLA â†’ (âˆž) 06,,0.0
38417,She's on Duty,['showbox entertainment'],0.0
38418,The Holy Mountain,['universum film (ufa)'],0.0
38419,Go West Young Man,"['paramount pictures', 'emanuel cohen productions']",0.0
38420,Pao's Story,,0.0
38421,Sullivan's Banks,['pym films'],0.0
38422,Superstar: The Life and Times of Andy Warhol,,0.0
38423,Ticket of No Return,"['zweites deutsches fernsehen (zdf)', 'autorenfilm-produktionsgemeinschaft']",0.0
38424,Tonite Let's All Make Love in London,['lorrimer films'],0.0
38425,Modigliani of Montparnasse,"['franco london films', 'pallavicini']",0.0
38426,Dangerous Liaisons,['les films marceau-cocinor'],0.0
38427,Little Forest: Winter/Spring,['shochiku'],0.0
38428,The Nostalgist,['wonder room productions'],0.0
38429,Sleep,,0.0
38430,A Walk Into the Sea: Danny Williams and the Warhol Factory,,0.0
38431,Charge,,0.0
38432,"MusÃ©e haut, musÃ©e bas",['epithã¨te films'],0.0
38433,Heartbreakers,"['orion pictures', 'jethro films production']",0.0
38434,Noma: My Perfect Storm,,0.0
38435,Shaka Zulu,"['harmony gold', 'tmg']",0.0
38436,Mr. Right,['swirl films'],0.0
38437,Carry On Cleo,['anglo-amalgamated film distributors'],0.0
38438,Crime on a Summer Morning,"['terra firma films', 'jolly film', 'sud-pacifique films', 'films borderie', 'paul edmaond decharme', 'producciones benito perojo s.a.']",0.0
38439,With the Lives of Others,"['arca-filmproduktion gmbh', 'les films de montfort', 'fida cinematografica']",0.0
38440,The Loner,,0.0
38441,Malady of Love,"['oliane productions', 'sofica investimage', 'fr3 films production']",0.0
38442,A Crime,,0.0
38443,La vie est Ã  nous,,0.0
38444,Edward and Caroline,,0.0
38445,Rue de l'Estrapade,,0.0
38446,Ali Baba and the Forty Thieves,['films du cyclope'],0.0
38447,The Nice Guys,"['silver pictures', 'warner bros.', 'waypoint entertainment', 'bloom', 'nice guys', 'misty mountains']",62788218.0
38448,Seminole Uprising,['columbia pictures corporation'],0.0
38449,I Ship It,['new form digital'],0.0
38450,Twisted,['starkid productions'],0.0
38451,Lullaby,['blackbox tv'],0.0
38452,Gourmet Club,,0.0
38453,Maigret Lays a Trap,"['intermondia films', 'jolly film']",0.0
38454,Elena,,0.0
38455,Kindergarten Cop 2,"['imagine entertainment', 'universal 1440 entertainment']",0.0
38456,Real Playing Game,['mgn filmes'],0.0
38457,The Battle of Chile - Part I,,0.0
38458,A Hologram for the King,"['x-filme creative pool', 'kasbah-film tanger', 'playtone', '22h22', 'fã¡brica de cine', 'primeridian entertainment']",4212494.0
38459,Visiting One's Son,,0.0
38460,The Battle of Chile - Part II,,0.0
38461,The Battle of Chile - Part III,,0.0
38462,My Big Night,"['canal plus', 'televisiã³n espaã±ola (tve)', 'enrique cerezo producciones cinematogrã¡ficas s.a.', 'telefã³nica studios']",0.0
38463,Monty Python's Fliegender Zirkus,,0.0
38464,To Fetch a Bike,,0.0
38465,Enamorada,['panamerican films s.a.'],0.0
38466,Salon Mexico,['clasa films mundiales'],0.0
38467,Victims of Sin,['cinematogrã¡fica calderã³n s.a'],0.0
38468,"Chile, the Obstinate Memory","[""les films d'ici"", 'la sept-arte', 'national film board of canada (nfb)']",0.0
38469,Billa II,"['wide angle creations', 'in entertainment']",0.0
38470,Ghajini,['sri saravanaa creaations'],0.0
38471,Singam,"['reliance big pictures', 'studio green']",9700000.0
38472,Saamy,,3.0
38473,Kaakha Kaakha,['v. creations'],0.0
38474,7Aum Arivu,['red giant movies'],98900000.0
38475,Sillunu Oru Kaadhal,['studio green'],0.0
38476,Anniyan,['aascar films'],8500000.0
38477,Pithamagan,['evergreen movies international'],0.0
38478,Sky Of Love,,44038000.0
38479,The Movie Tokyo Friends: The Movie,,0.0
38480,Sorry if I Want to Marry You,,0.0
38481,"Jasper, Texas",,0.0
38482,"Burzynski, the Movie",,0.0
38483,Chris Rock: Kill the Messenger,"['funny business productions', 'cr enterprises']",0.0
38484,Citizen King,"['wgbh', 'roja productions inc.']",0.0
38485,Daniel Tosh: Completely Serious,"['levity productions', 'levity entertainment group']",0.0
38486,Daniel Tosh: Happy Thoughts,['irwin entertainment'],0.0
38487,Dave Attell's Insomniac Tour: Uncensored!,,0.0
38488,Koch Brothers Exposed,['brave new films'],0.0
38489,Lisa Lampanelli: Take It Like a Man,,0.0
38490,Soundtrack for a Revolution,,0.0
38491,The Confession,,0.0
38492,The Third Jihad,,0.0
38493,The Secret Diaries of Miss Anne Lister,,0.0
38494,Attack on the Pin-Up Boys,,0.0
38495,Why Did You Come to My House,,0.0
38496,200 Pounds Beauty,"['km culture co.', 'realise']",0.0
38497,Tig Notaro: Boyish Girl Interrupted,['funny or die'],0.0
38498,"For Better, for Worse",['kenwood productions'],0.0
